""	"chr10p"	"chr10q"	"chr11p"	"chr11q"	"chr12p"	"chr12q"	"chr13q"	"chr14q"	"chr15q"	"chr16p"	"chr16q"	"chr17p"	"chr17q"	"chr18p"	"chr18q"	"chr19p"	"chr19q"	"chr1p"	"chr1q"	"chr20p"	"chr20q"	"chr21q"	"chr22q"	"chr2p"	"chr2q"	"chr3p"	"chr3q"	"chr4p"	"chr4q"	"chr5p"	"chr5q"	"chr6p"	"chr6q"	"chr7p"	"chr7q"	"chr8p"	"chr8q"	"chr9p"	"chr9q"
"KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0
"EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	-1	0	0	-1	0	0	0	-1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	-1	-1
"NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0
"NCIH3255_LUNG"	-1	0	0	0	0	0	-1	1	0	0	0	0	0	0	-1	0	0	0	0	1	1	0	0	0	0	-1	0	0	0	1	0	1	0	1	1	-1	0	0	0
"JHUEM7_ENDOMETRIUM"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HLFA_LUNG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OV7_OVARY"	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	-1	0	0	0
"786O_KIDNEY"	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	-1	1	0	1
"CALU1_LUNG"	-1	-1	0	0	1	0	0	0	0	0	-1	-1	0	1	1	1	-1	0	0	1	1	-1	-1	0	0	0	0	0	0	1	0	0	0	1	0	-1	-1	-1	0
"PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SCC9_UPPER_AERODIGESTIVE_TRACT"	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	-1	1	-1	0
"HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"F5_CENTRAL_NERVOUS_SYSTEM"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0
"KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"LOUNH91_LUNG"	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
"HS343T_BREAST"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SNGM_ENDOMETRIUM"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
"ECC10_STOMACH"	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	-1	0	0	0	0	0	0	0	-1	0	0	1	1	1	1	0	0
"RCC10RGB_KIDNEY"	-1	0	0	0	1	1	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	1	1	0	0	0	0	-1	0	0	-1	0	0	1	-1	1	1	0	0	-1	0
"HS281T_BREAST"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	1	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0
"MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	-1	-1	1	1	1	0	1	1	1	0	0	-1	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	1	1
"RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	1	1	0	0	0	0
"MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"HPAC_PANCREAS"	-1	0	-1	0	0	0	-1	0	0	-1	-1	-1	0	-1	-1	-1	1	0	0	0	0	-1	0	0	0	0	0	0	0	1	0	-1	-1	0	0	-1	1	0	0
"OV56_OVARY"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0
"ESS1_ENDOMETRIUM"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"HS683_CENTRAL_NERVOUS_SYSTEM"	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
"HS751T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HS934T_SKIN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TE617T_SOFT_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HS863T_BONE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HS616T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HS737T_BONE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NMCG1_CENTRAL_NERVOUS_SYSTEM"	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
"HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	-1	0	0	0	0	0	0	0	0	0	0	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HS839T_SKIN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0
"DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
"NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
"HS274T_BREAST"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HS229T_LUNG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OELE_OVARY"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TE159T_SOFT_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TIG3TD_LUNG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
"KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	1	1	0	0	-1	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HS618T_LUNG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
"HS895T_SKIN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HS675T_LARGE_INTESTINE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HS600T_SKIN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DM3_PLEURA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"G401_SOFT_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HS606T_BREAST"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HS739T_BREAST"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"COV434_OVARY"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HS742T_BREAST"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
